file,dataset_group,status,error,shape,dimensions,dtype,elements,unique_values,non_finite_values,minimum,maximum
Rehab_assessment/Label.npy,Rehab_assessment,readable,,"(222, 27)",2,int64,5994,3,0,0.0,2.0
Rehab_assessment/d01_raw_data/001/000_1.npy,Rehab_assessment,readable,,"(86, 12)",2,float64,1032,746,0,-1315.0,158.0
Rehab_assessment/d01_raw_data/001/000_2.npy,Rehab_assessment,readable,,"(93, 13)",2,float64,1209,633,0,-145.272216796875,759.0
Rehab_assessment/d01_raw_data/001/000_3.npy,Rehab_assessment,readable,,"(93, 5)",2,float64,465,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/001_1.npy,Rehab_assessment,readable,,"(78, 12)",2,float64,936,741,0,-1231.0,148.0
Rehab_assessment/d01_raw_data/001/001_2.npy,Rehab_assessment,readable,,"(95, 13)",2,float64,1235,1000,0,-159.999389648438,694.0
Rehab_assessment/d01_raw_data/001/001_3.npy,Rehab_assessment,readable,,"(95, 5)",2,float64,475,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/002_1.npy,Rehab_assessment,readable,,"(161, 12)",2,float64,1932,1553,0,-1768.0,229.0
Rehab_assessment/d01_raw_data/001/002_2.npy,Rehab_assessment,readable,,"(173, 13)",2,float64,2249,1633,0,-179.730834960938,741.0
Rehab_assessment/d01_raw_data/001/002_3.npy,Rehab_assessment,readable,,"(173, 5)",2,float64,865,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/003_1.npy,Rehab_assessment,readable,,"(381, 12)",2,float64,4572,3066,0,-1407.0,166.0
Rehab_assessment/d01_raw_data/001/003_2.npy,Rehab_assessment,readable,,"(375, 13)",2,float64,4875,3295,0,-179.923095703125,762.0
Rehab_assessment/d01_raw_data/001/003_3.npy,Rehab_assessment,readable,,"(381, 5)",2,float64,1905,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/004_1.npy,Rehab_assessment,readable,,"(212, 12)",2,float64,2544,1949,0,-1390.0,187.0
Rehab_assessment/d01_raw_data/001/004_2.npy,Rehab_assessment,readable,,"(165, 13)",2,float64,2145,1551,0,-179.945068359375,732.0
Rehab_assessment/d01_raw_data/001/004_3.npy,Rehab_assessment,readable,,"(212, 5)",2,float64,1060,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/005_1.npy,Rehab_assessment,readable,,"(299, 12)",2,float64,3588,2338,0,-1437.0,286.0
Rehab_assessment/d01_raw_data/001/005_2.npy,Rehab_assessment,readable,,"(222, 13)",2,float64,2886,1754,0,-17.15087890625,630.0
Rehab_assessment/d01_raw_data/001/005_3.npy,Rehab_assessment,readable,,"(299, 5)",2,float64,1495,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/006_1.npy,Rehab_assessment,readable,,"(183, 12)",2,float64,2196,1661,0,-1192.0,277.0
Rehab_assessment/d01_raw_data/001/006_2.npy,Rehab_assessment,readable,,"(140, 13)",2,float64,1820,1279,0,-178.857421875,710.0
Rehab_assessment/d01_raw_data/001/006_3.npy,Rehab_assessment,readable,,"(183, 5)",2,float64,915,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/007_1.npy,Rehab_assessment,readable,,"(234, 12)",2,float64,2808,2025,0,-1401.0,193.0
Rehab_assessment/d01_raw_data/001/007_2.npy,Rehab_assessment,readable,,"(188, 13)",2,float64,2444,1773,0,-179.989013671875,699.0
Rehab_assessment/d01_raw_data/001/007_3.npy,Rehab_assessment,readable,,"(234, 5)",2,float64,1170,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/008_1.npy,Rehab_assessment,readable,,"(180, 12)",2,float64,2160,1606,0,-1499.0,242.0
Rehab_assessment/d01_raw_data/001/008_2.npy,Rehab_assessment,readable,,"(162, 13)",2,float64,2106,1160,0,-179.989013671875,767.0
Rehab_assessment/d01_raw_data/001/008_3.npy,Rehab_assessment,readable,,"(180, 5)",2,float64,900,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/009_1.npy,Rehab_assessment,readable,,"(91, 12)",2,float64,1092,936,0,-1454.0,254.0
Rehab_assessment/d01_raw_data/001/009_2.npy,Rehab_assessment,readable,,"(65, 13)",2,float64,845,672,0,-148.397827148438,714.0
Rehab_assessment/d01_raw_data/001/009_3.npy,Rehab_assessment,readable,,"(91, 5)",2,float64,455,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/010_1.npy,Rehab_assessment,readable,,"(287, 12)",2,float64,3444,2254,0,-1103.0,367.0
Rehab_assessment/d01_raw_data/001/010_2.npy,Rehab_assessment,readable,,"(337, 13)",2,float64,4381,2784,0,-179.923095703125,870.0
Rehab_assessment/d01_raw_data/001/010_3.npy,Rehab_assessment,readable,,"(337, 5)",2,float64,1685,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/011_1.npy,Rehab_assessment,readable,,"(143, 12)",2,float64,1716,1399,0,-1386.0,188.0
Rehab_assessment/d01_raw_data/001/011_2.npy,Rehab_assessment,readable,,"(148, 13)",2,float64,1924,1310,0,-174.649658203125,653.0
Rehab_assessment/d01_raw_data/001/011_3.npy,Rehab_assessment,readable,,"(148, 5)",2,float64,740,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/012_1.npy,Rehab_assessment,readable,,"(97, 12)",2,float64,1164,899,0,-1470.0,251.0
Rehab_assessment/d01_raw_data/001/012_2.npy,Rehab_assessment,readable,,"(94, 13)",2,float64,1222,896,0,-25.4102783203125,834.0
Rehab_assessment/d01_raw_data/001/012_3.npy,Rehab_assessment,readable,,"(97, 5)",2,float64,485,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/013_1.npy,Rehab_assessment,readable,,"(186, 12)",2,float64,2232,1887,0,-176.544799804688,937.0
Rehab_assessment/d01_raw_data/001/013_2.npy,Rehab_assessment,readable,,"(238, 13)",2,float64,3094,2231,0,-84.89990234375,375.0
Rehab_assessment/d01_raw_data/001/013_3.npy,Rehab_assessment,readable,,"(238, 5)",2,float64,1190,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/014_1.npy,Rehab_assessment,readable,,"(64, 12)",2,float64,768,695,0,-1320.0,185.0
Rehab_assessment/d01_raw_data/001/014_2.npy,Rehab_assessment,readable,,"(60, 13)",2,float64,780,629,0,-35.21728515625,796.0
Rehab_assessment/d01_raw_data/001/014_3.npy,Rehab_assessment,readable,,"(64, 5)",2,float64,320,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/015_1.npy,Rehab_assessment,readable,,"(69, 12)",2,float64,828,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/015_2.npy,Rehab_assessment,readable,,"(69, 13)",2,float64,897,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/015_3.npy,Rehab_assessment,readable,,"(69, 5)",2,float64,345,145,0,13.3856777364973,295.0
Rehab_assessment/d01_raw_data/001/016_1.npy,Rehab_assessment,readable,,"(70, 12)",2,float64,840,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/016_2.npy,Rehab_assessment,readable,,"(70, 13)",2,float64,910,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/016_3.npy,Rehab_assessment,readable,,"(70, 5)",2,float64,350,132,0,44.0,172.0
Rehab_assessment/d01_raw_data/001/017_1.npy,Rehab_assessment,readable,,"(62, 12)",2,float64,744,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/017_2.npy,Rehab_assessment,readable,,"(62, 13)",2,float64,806,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/017_3.npy,Rehab_assessment,readable,,"(62, 5)",2,float64,310,132,0,22.0,128.0
Rehab_assessment/d01_raw_data/001/018_1.npy,Rehab_assessment,readable,,"(45, 12)",2,float64,540,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/018_2.npy,Rehab_assessment,readable,,"(45, 13)",2,float64,585,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/018_3.npy,Rehab_assessment,readable,,"(45, 5)",2,float64,225,94,0,-30.9574100691806,169.0
Rehab_assessment/d01_raw_data/001/019_1.npy,Rehab_assessment,readable,,"(36, 12)",2,float64,432,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/019_2.npy,Rehab_assessment,readable,,"(36, 13)",2,float64,468,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/019_3.npy,Rehab_assessment,readable,,"(36, 5)",2,float64,180,75,0,-0.573223899891453,125.0
Rehab_assessment/d01_raw_data/001/020_1.npy,Rehab_assessment,readable,,"(40, 12)",2,float64,480,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/020_2.npy,Rehab_assessment,readable,,"(40, 13)",2,float64,520,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/020_3.npy,Rehab_assessment,readable,,"(40, 5)",2,float64,200,96,0,39.0,169.0
Rehab_assessment/d01_raw_data/001/021_1.npy,Rehab_assessment,readable,,"(64, 12)",2,float64,768,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/021_2.npy,Rehab_assessment,readable,,"(64, 13)",2,float64,832,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/021_3.npy,Rehab_assessment,readable,,"(64, 5)",2,float64,320,135,0,12.4308923231583,212.0
Rehab_assessment/d01_raw_data/001/022_1.npy,Rehab_assessment,readable,,"(62, 12)",2,float64,744,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/022_2.npy,Rehab_assessment,readable,,"(62, 13)",2,float64,806,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/022_3.npy,Rehab_assessment,readable,,"(62, 5)",2,float64,310,89,0,-33.9343338986112,125.0
Rehab_assessment/d01_raw_data/001/023_1.npy,Rehab_assessment,readable,,"(34, 12)",2,float64,408,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/023_2.npy,Rehab_assessment,readable,,"(34, 13)",2,float64,442,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/023_3.npy,Rehab_assessment,readable,,"(34, 5)",2,float64,170,74,0,21.0,146.0
Rehab_assessment/d01_raw_data/001/024_1.npy,Rehab_assessment,readable,,"(43, 12)",2,float64,516,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/024_2.npy,Rehab_assessment,readable,,"(43, 13)",2,float64,559,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/024_3.npy,Rehab_assessment,readable,,"(43, 5)",2,float64,215,57,0,0.00572957795130823,255.0
Rehab_assessment/d01_raw_data/001/025_1.npy,Rehab_assessment,readable,,"(34, 12)",2,float64,408,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/025_2.npy,Rehab_assessment,readable,,"(34, 13)",2,float64,442,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/001/025_3.npy,Rehab_assessment,readable,,"(34, 5)",2,float64,170,77,0,12.0755805285992,623.0
Rehab_assessment/d01_raw_data/001/026_1.npy,Rehab_assessment,readable,,"(20, 12)",2,float64,240,233,0,-194.39697265625,900.0
Rehab_assessment/d01_raw_data/001/026_2.npy,Rehab_assessment,readable,,"(38, 13)",2,float64,494,453,0,-179.313354492188,749.0
Rehab_assessment/d01_raw_data/001/026_3.npy,Rehab_assessment,readable,,"(38, 5)",2,float64,190,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/000_1.npy,Rehab_assessment,readable,,"(225, 12)",2,float64,2700,1966,0,-550.0,63.04931640625
Rehab_assessment/d01_raw_data/002/000_2.npy,Rehab_assessment,readable,,"(183, 13)",2,float64,2379,1539,0,-179.791259765625,765.0
Rehab_assessment/d01_raw_data/002/000_3.npy,Rehab_assessment,readable,,"(225, 5)",2,float64,1125,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/001_1.npy,Rehab_assessment,readable,,"(283, 12)",2,float64,3396,1834,0,-458.0,35.21728515625
Rehab_assessment/d01_raw_data/002/001_2.npy,Rehab_assessment,readable,,"(285, 13)",2,float64,3705,1764,0,-152.7099609375,758.0
Rehab_assessment/d01_raw_data/002/001_3.npy,Rehab_assessment,readable,,"(285, 5)",2,float64,1425,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/002_1.npy,Rehab_assessment,readable,,"(128, 12)",2,float64,1536,1238,0,-732.0,212.70751953125
Rehab_assessment/d01_raw_data/002/002_2.npy,Rehab_assessment,readable,,"(132, 13)",2,float64,1716,1260,0,-153.1494140625,829.0
Rehab_assessment/d01_raw_data/002/002_3.npy,Rehab_assessment,readable,,"(132, 5)",2,float64,660,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/003_1.npy,Rehab_assessment,readable,,"(187, 12)",2,float64,2244,1702,0,-109.619140625,355.0
Rehab_assessment/d01_raw_data/002/003_2.npy,Rehab_assessment,readable,,"(200, 13)",2,float64,2600,1839,0,-178.764038085938,788.0
Rehab_assessment/d01_raw_data/002/003_3.npy,Rehab_assessment,readable,,"(200, 5)",2,float64,1000,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/004_1.npy,Rehab_assessment,readable,,"(243, 12)",2,float64,2916,2170,0,-780.0,94.23828125
Rehab_assessment/d01_raw_data/002/004_2.npy,Rehab_assessment,readable,,"(180, 13)",2,float64,2340,1597,0,-148.16162109375,708.0
Rehab_assessment/d01_raw_data/002/004_3.npy,Rehab_assessment,readable,,"(243, 5)",2,float64,1215,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/005_1.npy,Rehab_assessment,readable,,"(82, 12)",2,float64,984,868,0,-846.0,363.1591796875
Rehab_assessment/d01_raw_data/002/005_2.npy,Rehab_assessment,readable,,"(70, 13)",2,float64,910,633,0,-171.567993164063,709.0
Rehab_assessment/d01_raw_data/002/005_3.npy,Rehab_assessment,readable,,"(82, 5)",2,float64,410,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/006_1.npy,Rehab_assessment,readable,,"(133, 12)",2,float64,1596,1358,0,-710.0,158.203125
Rehab_assessment/d01_raw_data/002/006_2.npy,Rehab_assessment,readable,,"(206, 13)",2,float64,2678,1899,0,-179.895629882813,756.0
Rehab_assessment/d01_raw_data/002/006_3.npy,Rehab_assessment,readable,,"(206, 5)",2,float64,1030,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/007_1.npy,Rehab_assessment,readable,,"(253, 12)",2,float64,3036,2302,0,-814.0,225.15869140625
Rehab_assessment/d01_raw_data/002/007_2.npy,Rehab_assessment,readable,,"(200, 13)",2,float64,2600,1717,0,-130.424194335938,692.0
Rehab_assessment/d01_raw_data/002/007_3.npy,Rehab_assessment,readable,,"(253, 5)",2,float64,1265,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/008_1.npy,Rehab_assessment,readable,,"(52, 12)",2,float64,624,500,0,-140.723876953125,1460.0
Rehab_assessment/d01_raw_data/002/008_2.npy,Rehab_assessment,readable,,"(71, 13)",2,float64,923,436,0,-124.469604492188,1348.0
Rehab_assessment/d01_raw_data/002/008_3.npy,Rehab_assessment,readable,,"(71, 5)",2,float64,355,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/009_1.npy,Rehab_assessment,readable,,"(141, 12)",2,float64,1692,531,0,-449.0,18.74267578125
Rehab_assessment/d01_raw_data/002/009_2.npy,Rehab_assessment,readable,,"(96, 13)",2,float64,1248,478,0,-166.063842773438,737.0
Rehab_assessment/d01_raw_data/002/009_3.npy,Rehab_assessment,readable,,"(141, 5)",2,float64,705,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/010_1.npy,Rehab_assessment,readable,,"(223, 12)",2,float64,2676,1925,0,-557.0,127.9296875
Rehab_assessment/d01_raw_data/002/010_2.npy,Rehab_assessment,readable,,"(220, 13)",2,float64,2860,2024,0,-156.450805664063,988.0
Rehab_assessment/d01_raw_data/002/010_3.npy,Rehab_assessment,readable,,"(223, 5)",2,float64,1115,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/011_1.npy,Rehab_assessment,readable,,"(278, 12)",2,float64,3336,2588,0,-789.0,331.4208984375
Rehab_assessment/d01_raw_data/002/011_2.npy,Rehab_assessment,readable,,"(171, 13)",2,float64,2223,1643,0,-156.110229492188,750.0
Rehab_assessment/d01_raw_data/002/011_3.npy,Rehab_assessment,readable,,"(278, 5)",2,float64,1390,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/012_1.npy,Rehab_assessment,readable,,"(135, 12)",2,float64,1620,1350,0,-758.0,282.53173828125
Rehab_assessment/d01_raw_data/002/012_2.npy,Rehab_assessment,readable,,"(133, 13)",2,float64,1729,1339,0,-166.788940429688,1020.0
Rehab_assessment/d01_raw_data/002/012_3.npy,Rehab_assessment,readable,,"(135, 5)",2,float64,675,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/013_1.npy,Rehab_assessment,readable,,"(122, 12)",2,float64,1464,1229,0,-683.0,140.80810546875
Rehab_assessment/d01_raw_data/002/013_2.npy,Rehab_assessment,readable,,"(123, 13)",2,float64,1599,1178,0,-151.76513671875,753.0
Rehab_assessment/d01_raw_data/002/013_3.npy,Rehab_assessment,readable,,"(123, 5)",2,float64,615,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/014_1.npy,Rehab_assessment,readable,,"(30, 12)",2,float64,360,312,0,-703.0,74.89013671875
Rehab_assessment/d01_raw_data/002/014_2.npy,Rehab_assessment,readable,,"(29, 13)",2,float64,377,333,0,-151.561889648438,776.0
Rehab_assessment/d01_raw_data/002/014_3.npy,Rehab_assessment,readable,,"(30, 5)",2,float64,150,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/015_1.npy,Rehab_assessment,readable,,"(37, 12)",2,float64,444,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/015_2.npy,Rehab_assessment,readable,,"(37, 13)",2,float64,481,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/015_3.npy,Rehab_assessment,readable,,"(37, 5)",2,float64,185,86,0,27.7815106770527,256.0
Rehab_assessment/d01_raw_data/002/016_1.npy,Rehab_assessment,readable,,"(81, 12)",2,float64,972,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/016_2.npy,Rehab_assessment,readable,,"(81, 13)",2,float64,1053,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/016_3.npy,Rehab_assessment,readable,,"(81, 5)",2,float64,405,171,0,6.35293589494985,131.0
Rehab_assessment/d01_raw_data/002/017_1.npy,Rehab_assessment,readable,,"(46, 12)",2,float64,552,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/017_2.npy,Rehab_assessment,readable,,"(46, 13)",2,float64,598,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/017_3.npy,Rehab_assessment,readable,,"(46, 5)",2,float64,230,113,0,24.5701401920758,224.0
Rehab_assessment/d01_raw_data/002/018_1.npy,Rehab_assessment,readable,,"(58, 12)",2,float64,696,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/018_2.npy,Rehab_assessment,readable,,"(58, 13)",2,float64,754,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/018_3.npy,Rehab_assessment,readable,,"(58, 5)",2,float64,290,122,0,-106.276795503226,199.0
Rehab_assessment/d01_raw_data/002/019_1.npy,Rehab_assessment,readable,,"(37, 12)",2,float64,444,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/019_2.npy,Rehab_assessment,readable,,"(37, 13)",2,float64,481,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/019_3.npy,Rehab_assessment,readable,,"(37, 5)",2,float64,185,131,0,-73.5815318818808,318.0
Rehab_assessment/d01_raw_data/002/020_1.npy,Rehab_assessment,readable,,"(45, 12)",2,float64,540,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/020_2.npy,Rehab_assessment,readable,,"(45, 13)",2,float64,585,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/020_3.npy,Rehab_assessment,readable,,"(45, 5)",2,float64,225,153,0,11.0,232.0
Rehab_assessment/d01_raw_data/002/021_1.npy,Rehab_assessment,readable,,"(44, 12)",2,float64,528,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/021_2.npy,Rehab_assessment,readable,,"(44, 13)",2,float64,572,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/021_3.npy,Rehab_assessment,readable,,"(44, 5)",2,float64,220,149,0,13.0,223.0
Rehab_assessment/d01_raw_data/002/022_1.npy,Rehab_assessment,readable,,"(41, 12)",2,float64,492,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/022_2.npy,Rehab_assessment,readable,,"(41, 13)",2,float64,533,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/022_3.npy,Rehab_assessment,readable,,"(41, 5)",2,float64,205,91,0,-159.656981444384,185.0
Rehab_assessment/d01_raw_data/002/023_1.npy,Rehab_assessment,readable,,"(65, 12)",2,float64,780,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/023_2.npy,Rehab_assessment,readable,,"(65, 13)",2,float64,845,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/023_3.npy,Rehab_assessment,readable,,"(65, 5)",2,float64,325,205,0,-176.598197530813,221.0
Rehab_assessment/d01_raw_data/002/024_1.npy,Rehab_assessment,readable,,"(44, 12)",2,float64,528,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/024_2.npy,Rehab_assessment,readable,,"(44, 13)",2,float64,572,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/024_3.npy,Rehab_assessment,readable,,"(44, 5)",2,float64,220,139,0,-22.239929775798,217.0
Rehab_assessment/d01_raw_data/002/025_1.npy,Rehab_assessment,readable,,"(49, 12)",2,float64,588,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/025_2.npy,Rehab_assessment,readable,,"(49, 13)",2,float64,637,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/002/025_3.npy,Rehab_assessment,readable,,"(49, 5)",2,float64,245,186,0,-27.4538457114885,297.0
Rehab_assessment/d01_raw_data/002/026_1.npy,Rehab_assessment,readable,,"(105, 12)",2,float64,1260,1098,0,-722.0,173.76708984375
Rehab_assessment/d01_raw_data/002/026_2.npy,Rehab_assessment,readable,,"(70, 13)",2,float64,910,770,0,-128.51806640625,690.0
Rehab_assessment/d01_raw_data/002/026_3.npy,Rehab_assessment,readable,,"(105, 5)",2,float64,525,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/000_1.npy,Rehab_assessment,readable,,"(147, 12)",2,float64,1764,1247,0,-25.146484375,527.0
Rehab_assessment/d01_raw_data/003/000_2.npy,Rehab_assessment,readable,,"(123, 13)",2,float64,1599,1102,0,-135.780029296875,1602.0
Rehab_assessment/d01_raw_data/003/000_3.npy,Rehab_assessment,readable,,"(147, 5)",2,float64,735,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/001_1.npy,Rehab_assessment,readable,,"(144, 12)",2,float64,1728,1172,0,-36.865234375,560.0
Rehab_assessment/d01_raw_data/003/001_2.npy,Rehab_assessment,readable,,"(168, 13)",2,float64,2184,1464,0,-177.901611328125,1758.0
Rehab_assessment/d01_raw_data/003/001_3.npy,Rehab_assessment,readable,,"(168, 5)",2,float64,840,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/002_1.npy,Rehab_assessment,readable,,"(142, 12)",2,float64,1704,1399,0,-113.6474609375,636.0
Rehab_assessment/d01_raw_data/003/002_2.npy,Rehab_assessment,readable,,"(156, 13)",2,float64,2028,1496,0,-130.896606445313,1828.0
Rehab_assessment/d01_raw_data/003/002_3.npy,Rehab_assessment,readable,,"(156, 5)",2,float64,780,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/003_1.npy,Rehab_assessment,readable,,"(288, 12)",2,float64,3456,2385,0,-179.972534179688,662.0
Rehab_assessment/d01_raw_data/003/003_2.npy,Rehab_assessment,readable,,"(328, 13)",2,float64,4264,2881,0,-179.901123046875,1884.0
Rehab_assessment/d01_raw_data/003/003_3.npy,Rehab_assessment,readable,,"(328, 5)",2,float64,1640,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/004_1.npy,Rehab_assessment,readable,,"(156, 12)",2,float64,1872,1387,0,-123.0,352.0
Rehab_assessment/d01_raw_data/003/004_2.npy,Rehab_assessment,readable,,"(160, 13)",2,float64,2080,1473,0,-172.183227539063,1791.0
Rehab_assessment/d01_raw_data/003/004_3.npy,Rehab_assessment,readable,,"(160, 5)",2,float64,800,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/005_1.npy,Rehab_assessment,readable,,"(157, 12)",2,float64,1884,1499,0,-163.75732421875,575.0
Rehab_assessment/d01_raw_data/003/005_2.npy,Rehab_assessment,readable,,"(104, 13)",2,float64,1352,920,0,-135.181274414063,1742.0
Rehab_assessment/d01_raw_data/003/005_3.npy,Rehab_assessment,readable,,"(157, 5)",2,float64,785,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/006_1.npy,Rehab_assessment,readable,,"(104, 12)",2,float64,1248,1045,0,-62.01171875,469.0
Rehab_assessment/d01_raw_data/003/006_2.npy,Rehab_assessment,readable,,"(265, 13)",2,float64,3445,2395,0,-174.951782226563,1720.0
Rehab_assessment/d01_raw_data/003/006_3.npy,Rehab_assessment,readable,,"(265, 5)",2,float64,1325,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/007_1.npy,Rehab_assessment,readable,,"(367, 12)",2,float64,4404,2938,0,-130.0,426.0
Rehab_assessment/d01_raw_data/003/007_2.npy,Rehab_assessment,readable,,"(266, 13)",2,float64,3458,2202,0,-179.884643554688,1789.0
Rehab_assessment/d01_raw_data/003/007_3.npy,Rehab_assessment,readable,,"(367, 5)",2,float64,1835,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/008_1.npy,Rehab_assessment,readable,,"(113, 12)",2,float64,1356,1047,0,-256.0,454.0
Rehab_assessment/d01_raw_data/003/008_2.npy,Rehab_assessment,readable,,"(126, 13)",2,float64,1638,1147,0,-132.676391601563,1693.0
Rehab_assessment/d01_raw_data/003/008_3.npy,Rehab_assessment,readable,,"(126, 5)",2,float64,630,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/009_1.npy,Rehab_assessment,readable,,"(141, 12)",2,float64,1692,1311,0,-137.664184570313,693.0
Rehab_assessment/d01_raw_data/003/009_2.npy,Rehab_assessment,readable,,"(136, 13)",2,float64,1768,1312,0,-167.261352539063,986.0
Rehab_assessment/d01_raw_data/003/009_3.npy,Rehab_assessment,readable,,"(141, 5)",2,float64,705,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/010_1.npy,Rehab_assessment,readable,,"(174, 12)",2,float64,2088,699,0,-15.625,755.0
Rehab_assessment/d01_raw_data/003/010_2.npy,Rehab_assessment,readable,,"(209, 13)",2,float64,2717,942,0,-15.19775390625,1595.0
Rehab_assessment/d01_raw_data/003/010_3.npy,Rehab_assessment,readable,,"(209, 5)",2,float64,1045,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/011_1.npy,Rehab_assessment,readable,,"(196, 12)",2,float64,2352,681,0,-15.625,533.0
Rehab_assessment/d01_raw_data/003/011_2.npy,Rehab_assessment,readable,,"(191, 13)",2,float64,2483,824,0,-15.31982421875,1640.0
Rehab_assessment/d01_raw_data/003/011_3.npy,Rehab_assessment,readable,,"(196, 5)",2,float64,980,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/012_1.npy,Rehab_assessment,readable,,"(177, 12)",2,float64,2124,882,0,-15.2587890625,760.0
Rehab_assessment/d01_raw_data/003/012_2.npy,Rehab_assessment,readable,,"(266, 13)",2,float64,3458,1437,0,-175.4736328125,1674.0
Rehab_assessment/d01_raw_data/003/012_3.npy,Rehab_assessment,readable,,"(266, 5)",2,float64,1330,1,0,0.0,0.0
Rehab_assessment/d01_raw_data/003/013_1.npy,Rehab_assessment,readable,,"(156, 12)",2,float64,1872,767,0,-15.625,505.0
